subject,model,acc,f1,roc_auc,mcc
Subject19,LogReg,0.9166666666666666,0.8991596638655461,0.9652777777777778,0.816496580927726
Subject19,RF,0.7708333333333334,0.5106580166821131,0.9340277777777777,0.2526455763199557
Subject20,LogReg,0.7708333333333334,0.7025352112676057,0.8009259259259258,0.4059989714705751
Subject20,RF,0.7291666666666666,0.42168674698795183,0.6469907407407408,-0.0842151921066519
Subject21,LogReg,0.4166666666666667,0.29411764705882354,0.24768518518518517,-0.408248290463863
Subject21,RF,0.6458333333333334,0.3924050632911392,0.23726851851851852,-0.19687480773953944
Subject22,LogReg,0.7916666666666666,0.625,0.8703703703703703,0.3481553119113957
Subject22,RF,0.7916666666666666,0.5818815331010453,0.8622685185185185,0.36115755925730764
Subject23,LogReg,0.75,0.42857142857142855,0.8981481481481481,0.0
Subject23,RF,0.75,0.42857142857142855,0.6886574074074073,0.0
Subject24,LogReg,0.9375,0.9227053140096618,0.9305555555555555,0.8563488385776752
Subject24,RF,0.75,0.55,0.7766203703703705,0.17407765595569785
Subject25,LogReg,0.75,0.49825783972125437,0.4189814814814815,0.12038585308576921
Subject25,RF,0.75,0.42857142857142855,0.5439814814814814,0.0
Subject26,LogReg,0.7708333333333334,0.6390977443609023,0.8587962962962964,0.3067191794659486
Subject26,RF,0.6458333333333334,0.3924050632911392,0.2824074074074074,-0.19687480773953944
Subject27,LogReg,0.8958333333333334,0.8764796706124549,0.9699074074074073,0.7796429549831781
Subject27,RF,0.7708333333333334,0.6390977443609023,0.7824074074074074,0.3067191794659486
Subject28,LogReg,0.7708333333333334,0.5106580166821131,0.9259259259259258,0.2526455763199557
Subject28,RF,0.75,0.42857142857142855,0.5717592592592593,0.0
Subject29,LogReg,0.7708333333333334,0.5106580166821131,0.9259259259259259,0.2526455763199557
Subject29,RF,0.7916666666666666,0.5818815331010453,0.9456018518518519,0.36115755925730764
Subject30,LogReg,0.8125,0.6444444444444444,0.9583333333333333,0.4472135954999579
Subject30,RF,0.75,0.42857142857142855,0.9004629629629629,0.0
Subject31,LogReg,0.7142857142857143,0.7083333333333333,0.9322916666666667,0.5477225575051661
Subject31,RF,0.5357142857142857,0.408130081300813,0.46875,-0.06666666666666667
Subject32,LogReg,0.875,0.8230958230958232,0.9328703703703703,0.6515837655350015
Subject32,RF,0.875,0.7948717948717949,0.9652777777777777,0.6546536707079771
Subject33,LogReg,0.8541666666666666,0.8107042253521126,0.9375,0.6225317562548818
Subject33,RF,0.8125,0.6783320923306031,0.9537037037037037,0.43312457702698676
Subject34,LogReg,0.6458333333333334,0.6075036075036075,0.75,0.2667107547328796
Subject34,RF,0.6875,0.4074074074074074,0.39120370370370366,-0.14907119849998599
Subject35,LogReg,0.25,0.2,0.7476851851851852,0.0
Subject35,RF,0.8333333333333334,0.7473684210526316,0.8900462962962963,0.5163977794943223
